system_id,system_name,security_status,security_class,constellation_id,star_id,planet_count,moon_count,station_count,stations,has_stargates
30000071,Jangar,0.527328610420227,B1,20000010,40004450,8,15,3,"60007645,60007651,60007654",True
30000072,Nakah,0.36386433243751526,B2,20000010,40004480,6,7,2,"60012169,60014068",True
30002982,Rahadalon,0.3935001790523529,B2,20000437,40189220,9,22,3,"60008074,60008905,60008911",True
30003703,G-5EN2,-0.2045932412147522,I,20000540,40234459,7,59,0,,True
30000077,Odlib,0.8245165944099426,B,20000011,40004872,13,32,0,,True
30000079,Milu,0.7696253061294556,B,20000011,40004997,11,66,0,,True
30000078,Jofan,0.7795482277870178,B,20000011,40004941,10,35,0,,True
30000080,Yadi,0.7502684593200684,B,20000011,40005094,8,76,0,,True
30000081,Buftiar,0.708741307258606,B1,20000011,40005192,7,76,0,,True
30000082,Jarizza,0.7654309868812561,B,20000012,40005303,12,69,2,"60012145,60012532",True
30000083,Ejahi,0.7289102077484131,B1,20000012,40005398,6,4,2,"60007561,60007567",True
30000087,Gelhan,0.7016764283180237,B1,20000012,40005651,11,70,3,"60012142,60013006,60013009",True
30000086,Sucha,0.6582648158073425,B1,20000012,40005539,10,81,0,,True
30000107,Gamis,0.47390615940093994,B1,20000015,40007093,13,16,1,60012133,True
30000088,Akeva,0.6648348569869995,B1,20000012,40005757,4,36,2,"60007564,60007570",True
30000089,Sosa,0.30117902159690857,B2,20000013,40005803,10,69,0,,True
30000091,Eshwil,0.218968465924263,B3,20000013,40005974,5,36,0,,True
30000092,Aranir,0.24278861284255981,B3,20000013,40006018,9,54,1,60012178,True
30000093,Ishkad,0.3660355508327484,B2,20000013,40006096,9,16,1,60012181,True
30000094,Hahyil,0.2081148475408554,B3,20000013,40006126,9,62,0,,True
30000095,Asilem,0.28499770164489746,B2,20000014,40006221,9,51,0,,True
30000097,Shach,0.3260430693626404,B2,20000014,40006354,9,26,0,,True
30000102,Dysa,0.23619531095027924,B3,20000014,40006697,8,38,1,60012136,True
30000096,Mahnagh,0.20500338077545166,B3,20000014,40006292,12,38,0,,True
30000099,Arena,0.44232988357543945,B2,20000014,40006455,8,66,0,,True
30000101,Uhtafal,0.4996122717857361,B1,20000014,40006634,5,43,0,,True
30000103,Serad,0.5258363485336304,B1,20000014,40006751,6,77,1,60012139,True
30000104,Mahti,0.22828178107738495,B3,20000014,40006856,13,81,0,,True
30000108,Nieril,0.35344019532203674,B2,20000015,40007130,8,40,0,,True
30000110,Bekirdod,0.40534910559654236,B2,20000015,40007249,9,47,0,,True
30000111,Hothomouh,0.42298102378845215,B2,20000015,40007319,10,38,1,60012130,True
30000113,Astabih,0.4088175892829895,B2,20000016,40007405,8,34,0,,True
30000115,Bimener,0.27004119753837585,B2,20000016,40007505,6,57,0,,True
30000116,Kenobanala,0.28939834237098694,B2,20000016,40007574,9,4,0,,True
30000117,Khabi,0.24861861765384674,B3,20000016,40007595,14,81,0,,True
30002395,Audesder,0.26471152901649475,E,20000351,40152257,9,23,0,,True
30000943,7Q-8Z2,-0.3031879663467407,I1,20000138,40060081,10,50,0,,True
30000119,Itamo,0.67173832654953,C,20000017,40007766,8,32,12,"60001483,60001486,60001537,60001540,60001543,60001546,60003067,60004462,60005593,60005596,60005599,60005608",True
30000120,Mitsolen,0.6337059736251831,C,20000017,40007812,8,44,4,"60000283,60001480,60003061,60005602",True
30000140,Maurasi,0.9127476215362549,B,20000020,40008920,12,91,2,"60003454,60003763",True
30000121,Jatate,0.6374281048774719,C,20000017,40007872,4,37,4,"60000286,60000289,60003751,60005605",True
30000123,Vaankalen,0.64717036485672,C,20000017,40007960,8,71,1,60003064,True
30000124,Kylmabe,0.7319313287734985,C,20000017,40008051,10,5,0,,True
30000125,Ahtulaima,0.6126888990402222,C,20000017,40008070,11,34,0,,True
30000122,Mahtista,0.6582375764846802,C,20000017,40007916,10,26,0,,True
30000126,Geras,0.650146484375,C,20000018,40008128,11,45,2,"60000292,60003244",True
30000128,Tuuriainas,0.6108489036560059,C,20000018,40008226,4,0,8,"60003082,60003226,60003229,60003247,60004240,60005452,60005455,60005458",True
30000131,Nomaa,0.6069360971450806,C,20000018,40008347,7,30,3,"60003079,60003085,60004231",True
30000127,Sirseshin,0.7479928135871887,C,20000018,40008199,9,12,2,"60003394,60004234",True
30002788,Inaro,0.8369776010513306,B,20000409,40176872,11,55,6,"60001744,60001750,60002263,60002266,60002710,60004354",True
30000130,Shihuken,0.874584972858429,B,20000018,40008309,8,26,4,"60000295,60004243,60005449,60005461",True
30000129,Unpas,0.9459645748138428,B,20000018,40008233,10,43,5,"60000298,60003397,60004228,60004237,60005464",True
30000139,Urlen,0.9599952101707458,A,20000020,40008888,9,20,3,"60000367,60000448,60003337",True
30030141,Uitra,0.9240959882736206,A,20000018,40342601,9,13,1,60015027,True
30000146,Saisio,0.6524402499198914,C,20000021,40009268,9,45,4,"60000649,60001642,60002734,60004048",True
30000153,Poinen,0.5580525994300842,C,20000022,40009680,8,89,10,"60001831,60002437,60002440,60002806,60002809,60002818,60003934,60003937,60004213,60004222",True
30000132,Ansila,0.9120169878005981,B,20000019,40008391,10,52,7,"60002998,60003001,60003151,60003730,60004066,60004366,60006424",True
30000133,Hirtamon,0.9747262001037598,A,20000019,40008461,8,50,7,"60000400,60001807,60001810,60002047,60002050,60003106,60004363",True
30000134,Hykkota,0.8236534595489502,B,20000019,40008524,6,68,2,"60003109,60003148",True
30000138,Ikuchi,0.9868146181106567,A,20000019,40008853,6,20,3,"60000394,60000403,60006427",True
30000145,New Caldari,1.0,A,20000020,40009252,5,8,5,"60000682,60000688,60003334,60003724,60014935",True
30021407,Aokannitoh,0.9709233641624451,A,20000019,40340801,8,25,1,60015002,True
30000135,Outuni,0.7341722846031189,C,20000019,40008605,12,82,2,"60006430,60006433",True
30000136,Ohmahailen,0.6638108491897583,C,20000019,40008720,8,50,4,"60000397,60003112,60004360,60004369",True
30005196,Ahbazon,0.4205203652381897,B2,20000760,40328516,11,45,5,"60006391,60006397,60007057,60007063,60007069",True
30000137,Eskunen,0.6252939105033875,C,20000019,40008790,11,38,4,"60003004,60003007,60004069,60004072",True
30001379,Tunttaras,0.8853121995925903,B,20000201,40087932,11,31,2,"60000370,60003826",True
30000142,Jita,0.9459131360054016,B,20000020,40009076,8,33,15,"60000361,60000364,60000451,60000463,60002953,60002959,60003055,60003460,60003463,60003466,60003469,60003757,60003760,60004423,60015169",True
30000141,Kisogo,1.0,A,20000020,40009049,9,13,2,"60014659,60015157",True
30000144,Perimeter,0.9531232118606567,A,20000020,40009228,10,10,5,"60000358,60000685,60002956,60003754,60006880",True
30002802,Kusomonmon,0.8472999334335327,B,20000411,40177737,7,86,17,"60000433,60000436,60000445,60000619,60000625,60000670,60000793,60000796,60000859,60002731,60002824,60002833,60003022,60003025,60003802,60004306,60005572",True
30002791,Sirppala,0.8832270503044128,B,20000409,40177115,5,62,6,"60001195,60001201,60001204,60001507,60001513,60001741",True
30002780,Muvolailen,0.7080867290496826,C,20000407,40176367,11,44,7,"60000004,60001306,60001438,60001684,60002767,60004084,60004093",True
30001363,Sobaseki,0.8410254716873169,B,20000199,40086846,13,41,10,"60000763,60000844,60000892,60000895,60002419,60003094,60003916,60003925,60004012,60004018",True
30000143,Niyabainen,0.9639235734939575,A,20000020,40009126,9,82,12,"60000454,60000457,60000460,60000691,60002950,60003052,60003058,60003457,60003766,60003769,60006883,60006886",True
30002642,Iyen-Oursta,0.7795754075050354,B,20000387,40168288,8,8,1,60010387,True
30000156,Josameto,0.5776562690734863,C,20000022,40009916,9,13,8,"60001825,60001828,60001834,60002431,60002821,60003136,60004219,60004225",True
30001393,Malkalen,0.9481750726699829,B,20000204,40088658,5,2,5,"60002065,60003154,60003424,60003964,60007555",True
30002754,Alikara,0.7112933993339539,C,20000403,40174818,10,60,2,"60002023,60003373",True
30000147,Abagawa,0.6252975463867188,C,20000021,40009332,9,38,4,"60000502,60001645,60002746,60004054",True
30000148,Jakanerva,0.7432522773742676,C,20000021,40009390,7,84,13,"60000277,60000505,60000517,60001648,60001651,60001654,60002059,60002062,60002737,60002743,60002749,60003682,60003685",True
30000150,Hurtoken,0.5859779715538025,C,20000021,40009541,7,50,3,"60001636,60001639,60004051",True
30000149,Gekutami,0.6991872191429138,C,20000021,40009503,8,25,8,"60000274,60000280,60000508,60000511,60000652,60002740,60003676,60003679",True
30000152,Hampinen,0.5413267016410828,C,20000021,40009639,8,24,5,"60000514,60000646,60000655,60003670,60003673",True
30000151,Uoyonen,0.6987804174423218,C,20000021,40009603,10,20,1,60001633,True
30000173,Vattuolen,0.708073079586029,C,20000025,40010944,12,68,4,"60003364,60004057,60004063,60012718",True
30000159,Ikami,0.5320082902908325,C,20000023,40010075,11,77,4,"60000919,60004075,60006856,60010195",True
30000154,Liekuri,0.6006082892417908,C,20000022,40009800,7,49,4,"60002428,60002812,60003139,60004216",True
30000155,Obanen,0.56173175573349,C,20000022,40009863,9,34,0,,True
30000158,Olo,0.676040530204773,C,20000022,40010057,4,12,4,"60002443,60002815,60003040,60004210",True
30000157,Otela,-1.0,C,20000787,40009947,6,84,3,"60002434,60003034,60003037",True
30001445,Nalvula,-1.0,C1,20000787,40091964,13,81,2,"60004150,60004477",True
30001372,Kino,-1.0,C,20000787,40087443,10,73,6,"60000355,60000706,60000712,60000952,60000961,60004024",True
30005005,Ignebaener,-1.0,D1,20000787,40317021,6,9,2,"60011968,60011974",True
30000165,Ishisomo,0.6508315205574036,C,20000024,40010449,10,61,5,"60001873,60002422,60002425,60003349,60014686",True
30000180,Osmon,0.6802642941474915,C,20000026,40011329,7,34,5,"60000535,60002359,60003073,60004459,60012667",True
30000160,Reisen,0.5185605883598328,C,20000023,40010190,7,50,1,60010192,True
30000161,Purjola,0.5205267667770386,C,20000023,40010263,7,43,3,"60003049,60003145,60003238",True
30000163,Akora,0.3246248662471771,C1,20000023,40010345,10,45,6,"60000922,60003043,60003241,60004078,60006859,60010198",True
30000162,Maila,0.44071537256240845,C1,20000023,40010320,7,12,8,"60000916,60000925,60001801,60001804,60003046,60003142,60004081,60006853",True
30000164,Messoya,0.3150860369205475,C1,20000023,40010403,9,29,1,60010201,True
30000186,Oijanen,0.3519686460494995,C1,20000026,40011707,11,53,0,,True
30000195,Tasti,0.2822909653186798,C1,20000028,40012386,9,85,5,"60001621,60001627,60001630,60003175,60004468",True
30000166,Airmia,0.6231131553649902,C,20000024,40010539,8,26,0,,True
30000167,Sakkikainen,0.5948887467384338,C,20000024,40010580,8,38,3,"60001879,60002284,60004435",True
30000168,Friggi,0.5091529488563538,C,20000024,40010642,9,79,3,"60001882,60002281,60002287",True
30000170,Vahunomi,0.5315917730331421,C,20000024,40010779,10,41,1,60003211,True
30000169,Ihakana,0.38080868124961853,C1,20000024,40010745,9,13,2,"60001876,60003208",True
30000171,Otitoh,0.4816668927669525,C,20000024,40010838,7,30,2,"60002290,60003346",True
30000172,Otomainen,0.4791586101055145,C,20000024,40010880,13,36,0,,True
30000194,Otsela,0.3843998908996582,C1,20000027,40012323,8,46,3,"60002239,60007585,60013141",True
30000174,Onuse,0.7404270768165588,C,20000025,40011037,8,51,2,"60000913,60004060",True
30000175,Soshin,0.6342210173606873,C,20000025,40011113,10,16,5,"60000907,60002278,60002854,60002857,60012715",True
30000178,Akkilen,0.6890455484390259,C,20000025,40011215,9,45,2,"60002269,60012712",True
30000176,Keikaken,0.7213192582130432,C,20000025,40011144,10,16,2,"60002272,60002845",True
30000179,Silen,0.5222028493881226,C,20000025,40011273,5,45,3,"60002275,60002851,60003367",True
30000177,Ukkalen,0.645119845867157,C,20000025,40011176,9,24,4,"60000904,60000910,60002842,60002848",True
30000188,Hentogaira,0.5669583082199097,C,20000027,40011812,5,51,10,"60000301,60000304,60000784,60000790,60001591,60001594,60002236,60004474,60007588,60007591",True
30000181,Korsiki,0.6431657671928406,C,20000026,40011378,7,57,6,"60000874,60001783,60002353,60003070,60003190,60004444",True
30000182,Inaya,0.5523502230644226,C,20000026,40011451,10,46,2,"60003193,60013291",True
30000183,Nuken,0.7613056898117065,B,20000026,40011531,12,69,3,"60000523,60000877,60002356",True
30000185,Airaken,0.5039919018745422,C,20000026,40011650,8,42,6,"60000529,60002362,60003076,60012670,60012673,60013288",True
30000184,Uminas,0.48390915989875793,C,20000026,40011620,6,18,4,"60000520,60000532,60000868,60000871",True
30000187,Wuos,0.5617738962173462,C,20000026,40011785,9,12,2,"60000526,60001786",True
30002440,BWF-ZZ,-0.5754449963569641,H4,20000358,40155221,10,52,0,,True
30000189,Kiainti,0.5285221338272095,C,20000027,40011893,10,37,4,"60000307,60000577,60010822,60013147",True
30000190,Vasala,0.49371227622032166,C,20000027,40011949,8,51,6,"60000787,60001585,60002233,60007594,60010819,60013150",True
30000191,Walvalin,0.3786832094192505,C1,20000027,40012015,12,74,0,,True
30000193,Vouskiaho,0.5002789497375488,C,20000027,40012201,8,96,8,"60000385,60000388,60000574,60000580,60000589,60001588,60010816,60013144",True
30000192,Otanuomi,-1.0,C1,20000787,40012114,8,65,5,"60000382,60000391,60000583,60000586,60002242",True
30040141,Urhinichi,-1.0,A,20000788,40342801,9,13,1,60015028,True
30002079,Krirald,-1.0,E1,20000787,40132732,10,49,3,"60002002,60004687,60004837",True
30000201,Uchoshi,0.47417905926704407,C,20000029,40012837,12,52,9,"60000496,60000973,60004372,60004381,60004426,60004465,60007507,60012313,60012322",True
30000196,Otosela,0.23815712332725525,C2,20000028,40012509,9,51,3,"60001798,60010456,60010459",True
30000197,Uemon,0.1974467784166336,C2,20000028,40012582,12,55,2,"60001624,60001795",True
30000200,Akkio,0.16215141117572784,C2,20000028,40012770,11,42,1,60003172,True
30000198,Paala,0.13437895476818085,C2,20000028,40012663,7,20,0,,True
30000199,Fuskunen,0.22463662922382355,C2,20000028,40012695,8,50,0,,True
30002355,LXQ2-T,-0.0765017569065094,K1,20000345,40149732,9,48,0,,True
30003446,Ofage,0.2924954295158386,E,20000502,40218404,9,67,0,,True
30002475,EOA-ZC,-0.07073196023702621,H,20000363,40157393,11,38,0,,True
30002062,Todifrauan,0.11585500091314316,E1,20000304,40131584,8,51,2,"60012976,60014836",True
30000202,Mastakomon,0.4569661021232605,C,20000029,40012921,12,13,10,"60002377,60003178,60003181,60007504,60012310,60012316,60012319,60012325,60013042,60013048",True
30000203,Eruka,0.4172608256340027,C1,20000029,40012953,10,42,5,"60000493,60000499,60002374,60004378,60007501",True
30000204,Ohkunen,0.3848866820335388,C1,20000029,40013016,6,36,3,"60000484,60004375,60007510",True
30000207,Osaa,0.3291989266872406,C1,20000029,40013130,7,35,1,60000967,True
30000205,Obe,0.34693148732185364,C1,20000029,40013067,6,9,4,"60000964,60007495,60007498,60013045",True
30000250,P3EN-E,-0.27487966418266296,H1,20000035,40015859,10,34,0,,True
30001448,Hakonen,0.296379029750824,C1,20000212,40092201,10,72,5,"60000820,60002161,60003610,60003808,60015179",True
30000206,Wirashoda,-1.0,C,20000789,40013086,9,31,3,"60000487,60000490,60000970",True
30002652,Ala,-1.0,D1,20000789,40168849,8,13,0,,True
30020141,Senda,-1.0,A,20000789,40342401,9,13,1,60015026,True
30000208,LZ-6SU,-0.17278312146663666,H,20000030,40013180,11,55,0,,True
30000211,B-588R,-0.15477022528648376,H,20000030,40013375,9,77,0,,True
30000213,G-LOIT,-0.1570093035697937,H,20000030,40013562,8,82,0,,True
30000214,HE-V4V,-0.2144029289484024,H,20000030,40013678,11,70,0,,True
30000209,MC6O-F,-0.2804349660873413,H1,20000030,40013261,9,34,0,,True
30000212,NCGR-Q,-0.26051652431488037,H1,20000030,40013486,7,57,0,,True
30000242,8TPX-N,-0.43719160556793213,H2,20000034,40015486,8,30,0,,True
30000210,U54-1L,-0.2680697739124298,H1,20000030,40013307,11,35,0,,True
30000222,0-R5TS,-0.21862681210041046,H,20000032,40014203,7,57,0,,True
30000289,669-IX,-0.2701582908630371,H1,20000041,40018138,9,35,0,,True
30000268,H-NOU5,-0.14060620963573456,H,20000038,40016910,11,36,0,,True
30000215,N-HSK0,-0.3604404628276825,H2,20000031,40013788,7,14,0,,True
30000216,05R-7A,-0.4017755389213562,H2,20000031,40013814,10,14,0,,True
30000217,7-UH4Z,-0.36387133598327637,H2,20000031,40013844,9,59,0,,True
30000251,49-0LI,-0.32010436058044434,H1,20000035,40015913,8,16,0,,True
30000219,FS-RFL,-0.37081581354141235,H2,20000031,40014000,8,46,0,,True
30000221,X97D-W,-0.42764490842819214,H2,20000031,40014123,7,58,0,,True
30000218,5ZO-NZ,-0.3034608066082001,H1,20000031,40013939,9,42,0,,True
30000220,Y0-BVN,-0.43953725695610046,H2,20000031,40014063,9,41,0,,True
30000223,H-UCD1,-0.17222876846790314,H,20000032,40014283,6,31,0,,True
30000224,7-K5EL,-0.1505020558834076,H,20000032,40014330,7,75,0,,True
30000225,H-5GUI,-0.14051498472690582,H,20000032,40014419,9,62,0,,True
30000226,FH-TTC,-0.13755293190479279,H,20000032,40014505,7,48,0,,True
30000274,Q-EHMJ,-0.1533721387386322,H,20000039,40017209,9,50,0,,True
30002421,MR4-MY,-0.20341750979423523,H,20000356,40153978,7,63,0,,True
30000227,FMBR-8,-0.1384410858154297,H,20000032,40014570,10,44,0,,True
30000280,MQ-O27,-0.12899361550807953,H,20000040,40017559,7,29,0,,True
30000295,VI2K-J,-0.1317824274301529,H,20000042,40018498,9,70,0,,True
30000228,3HX-DL,-0.4238191246986389,H2,20000033,40014640,8,23,0,,True
30000232,MY-T2P,-0.3770807683467865,H2,20000033,40014844,9,43,0,,True
30000233,FA-DMO,-0.3855828046798706,H2,20000033,40014904,13,67,0,,True
30000235,Q-R3GP,-0.35513800382614136,H2,20000033,40015092,11,48,0,,True
30000229,UH-9ZG,-0.46258360147476196,H3,20000033,40014681,6,8,0,,True
30000247,9OO-LH,-0.46696433424949646,H3,20000035,40015735,8,14,0,,True
30000230,NFM-0V,-0.49912258982658386,H3,20000033,40014700,8,42,0,,True
30000231,YXIB-I,-0.5069950819015503,H3,20000033,40014755,9,63,0,,True
30000234,GEKJ-9,-0.3863537609577179,H2,20000033,40015009,7,59,0,,True
30000237,XV-8JQ,-0.39492926001548767,H2,20000033,40015221,7,50,0,,True
30000236,N-5QPW,-0.39255788922309875,H2,20000033,40015161,9,43,0,,True
30000238,WBR5-R,-0.5158034563064575,H3,20000034,40015290,5,10,0,,True
30000239,4GYV-Q,-0.5365561246871948,H3,20000034,40015308,12,27,0,,True
30000243,PM-DWE,-0.42365285754203796,H2,20000034,40015529,8,6,0,,True
30000263,TVN-FM,-0.6457986831665039,H4,20000037,40016609,10,30,0,,True
30000240,4-HWWF,-0.4730263650417328,H3,20000034,40015362,7,73,0,,True
30000241,YMJG-4,-0.41689354181289673,H2,20000034,40015456,8,17,0,,True
30000253,DAYP-G,-0.3927612900733948,N/A,20000035,40015966,4,36,0,,True
30000244,K8X-6B,-0.43021538853645325,H2,20000035,40015549,7,61,0,,True
30000245,X445-5,-0.4137535095214844,H2,20000035,40015629,9,8,0,,True
30000246,KRUN-N,-0.3866967260837555,H2,20000035,40015650,9,62,0,,True
30000249,EIDI-N,-0.40610644221305847,H2,20000035,40015839,8,5,0,,True
30000864,MSHD-4,-0.44073960185050964,H2,20000126,40054975,9,33,0,,True
30000248,V-OJEN,-0.3168427050113678,H1,20000035,40015765,10,55,0,,True
30000252,IPAY-2,-0.33913370966911316,H1,20000035,40015941,7,11,0,,True
30000256,Q-L07F,-0.3223471939563751,H1,20000036,40016107,7,56,0,,True
30000254,IFJ-EL,-0.29159924387931824,H1,20000036,40016007,7,57,0,,True
30000255,47L-J4,-0.26139241456985474,H1,20000036,40016087,8,7,0,,True
30000257,E-D0VZ,-0.27033889293670654,H1,20000036,40016177,8,6,0,,True
30000260,S-NJBB,-0.2815867066383362,H1,20000036,40016314,9,43,0,,True
30000258,6WW-28,-0.22665590047836304,H,20000036,40016196,6,35,0,,True
30000259,A8A-JN,-0.2706317603588104,H1,20000036,40016243,8,55,0,,True
30000261,T-GCGL,-0.7339960336685181,H5,20000037,40016380,12,98,0,,True
30000262,0MV-4W,-0.6627406477928162,H5,20000037,40016514,9,64,0,,True
