station_id,name,system_id,type_id,owner_corp_id,owner_corp_name,race_id,reprocessing_efficiency,reprocessing_stations_take,max_dockable_ship_volume,x,y,z,services
60000034,Ardene VI - Moon 12 - CBD Corporation Storage,30002648,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,335164907520.0,-66834554880.0,387371704320.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000037,Ney X - Moon 12 - CBD Corporation Storage,30002650,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,1238247628800.0,10976993280.0,2682347520.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000040,Eiluvodi VI - Moon 14 - CBD Corporation Storage,30003393,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,-1108065853440.0,37901721600.0,399274598400.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000043,Eiluvodi VIII - Moon 2 - CBD Corporation Storage,30003393,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,3163545231360.0,-108197928960.0,-3690952826880.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000046,Vorsk IV - Moon 1 - CBD Corporation Storage,30003399,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,-105891962880.0,18134016000.0,-64060416000.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000049,Bongveber IX - Moon 10 - CBD Corporation Storage,30003397,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,-261978562560.0,-44508979200.0,581469020160.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000052,Roleinn X - Moon 13 - CBD Corporation Storage,30003395,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,991590604800.0,-51580477440.0,2064394444800.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000055,Freatlidur IX - Moon 15 - CBD Corporation Storage,30003394,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,-2267215994880.0,108494069760.0,2340726251520.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000058,Hatori X - Moon 12 - CBD Corporation Storage,30003082,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,-1699735511040.0,146663301120.0,825273753600.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000061,Malpara II - CBD Corporation Storage,30003084,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,-68915404800.0,-1358684160.0,73023774720.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000064,Hatori X - Moon 10 - CBD Corporation Storage,30003082,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,-1700332707840.0,146714910720.0,826992107520.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000067,Ronne I - Moon 1 - CBD Corporation Storage,30003081,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,4826357760.0,-225484800.0,-108262563840.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000070,Hatori IX - Moon 8 - CBD Corporation Storage,30003082,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,121209692160.0,-10458193920.0,-838286499840.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000073,Junsen V - Moon 20 - CBD Corporation Storage,30003083,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,2160797982720.0,414495989760.0,-1123305185280.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000076,Klingt VII - Moon 2 - CBD Corporation Storage,30002414,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,-337193902080.0,63504506880.0,-289445683200.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000079,Weld IV - Moon 14 - CBD Corporation Storage,30002415,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,-972277309440.0,13201367040.0,1525280808960.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000082,Klingt IV - Moon 1 - CBD Corporation Storage,30002414,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,92901335040.0,-17496023040.0,110818959360.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000085,Egbinger XI - Moon 3 - CBD Corporation Storage,30002420,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,-352724951040.0,-70727147520.0,1370689413120.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000088,Klingt V - CBD Corporation Storage,30002414,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,-38781788160.0,7309762560.0,-208769802240.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000091,Klingt IX - Moon 3 - CBD Corporation Storage,30002414,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,641821040640.0,-120874475520.0,1055101132800.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000094,Geffur VIII - Moon 10 - CBD Corporation Storage,30003429,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,-376667136000.0,-34467962880.0,1304583413760.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000097,Lumegen V - Moon 2 - CBD Corporation Storage,30003432,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,-59621744640.0,-6001090560.0,-671180513280.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000100,Oppold IX - Moon 6 - CBD Corporation Storage,30003430,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,-4403514040320.0,-498863923200.0,2968522137600.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000103,Lumegen I - CBD Corporation Storage,30003432,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,-39094640640.0,-3935723520.0,-63403991040.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000106,Oppold IV - Moon 1 - CBD Corporation Storage,30003430,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,-118070845440.0,-13375856640.0,-202273136640.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000109,Geffur VII - Moon 3 - CBD Corporation Storage,30003429,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,561277378560.0,51362734080.0,-547152814080.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000112,Arnon VIII - Moon 2 - CBD Corporation Storage,30005001,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,-259453132800.0,-3006013440.0,-316619120640.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000115,Adirain V - Moon 4 - CBD Corporation Storage,30005003,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,55648788480.0,10898104320.0,-502882590720.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000118,Attyn V - Moon 2 - CBD Corporation Storage,30005004,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,1630383759360.0,218044784640.0,1114428825600.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000121,Lisbaetanne I - CBD Corporation Storage,30005007,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,33754521600.0,-1452072960.0,-52854251520.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000124,Arnon XII - CBD Corporation Storage,30005001,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,2625060003840.0,30402109440.0,-3254444482560.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000127,Arnon X - Moon 8 - CBD Corporation Storage,30005001,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,-1071703941120.0,-12411494400.0,-106688962560.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000130,Chibi VI - Moon 13 - CBD Corporation Storage,30004250,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,-82122547200.0,8119050240.0,545027235840.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000133,Pahineh VII - Moon 9 - CBD Corporation Storage,30004253,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,794193223680.0,-9298944000.0,218087546880.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000136,Avada II - CBD Corporation Storage,30004249,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,77468835840.0,12991979520.0,34781306880.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000139,Haimeh IX - Moon 4 - CBD Corporation Storage,30004248,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,-1456338001920.0,202727055360.0,636877578240.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000142,Chibi VIII - Moon 21 - CBD Corporation Storage,30004250,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,-736036331520.0,72757862400.0,-1866394460160.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000145,Haimeh II - CBD Corporation Storage,30004248,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,-55428833280.0,7716495360.0,-27634851840.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000148,Dammalin VI - CBD Corporation Storage,30002513,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,189263093760.0,25911091200.0,-1332314480640.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000151,Gulmorogod VI - Moon 4 - CBD Corporation Storage,30002517,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,-96244654080.0,19418112000.0,356422164480.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000154,Olfeim V - Moon 3 - CBD Corporation Storage,30002515,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,-663907491840.0,35747389440.0,612626718720.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000157,Gulmorogod VIII - Moon 25 - CBD Corporation Storage,30002517,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,212856545280.0,-42946682880.0,1496815411200.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000160,Alakgur VIII - Moon 2 - CBD Corporation Storage,30002512,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,-207847464960.0,9396756480.0,-897363517440.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000163,Alakgur IX - Moon 9 - CBD Corporation Storage,30002512,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,1472972021760.0,-66592235520.0,1280668016640.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000166,Keba II - CBD Corporation Storage,30004295,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,79254773760.0,-14926848000.0,-78418206720.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000169,Pserz VIII - Moon 3 - CBD Corporation Storage,30004293,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,311143833600.0,57304965120.0,182119342080.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000172,Soza XII - Moon 14 - CBD Corporation Storage,30004292,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,-116559667200.0,8914083840.0,1347375882240.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000175,Pserz XII - Moon 4 - CBD Corporation Storage,30004293,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,859130388480.0,158230978560.0,3032176680960.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000178,Vaini III - CBD Corporation Storage,30004289,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,-304149749760.0,11314913280.0,529120665600.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000181,Keba IX - Moon 1 - CBD Corporation Storage,30004295,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,275792486400.0,-51945922560.0,-2300021022720.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000184,Shesha III - CBD Corporation Storage,30001673,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,267603763200.0,49604567040.0,-184447426560.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000187,Hilaban VI - Moon 1 - CBD Corporation Storage,30001674,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,5589312675840.0,-1041337589760.0,-391955128320.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000190,Hilaban IV - Moon 5 - CBD Corporation Storage,30001674,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,2270379417600.0,-422991421440.0,3396018216960.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000193,Hilaban III - Moon 3 - CBD Corporation Storage,30001674,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,-195922452480.0,36502855680.0,1291398881280.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000196,Pimebeka VIII - Moon 9 - CBD Corporation Storage,30001669,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,-1674345553920.0,315552768000.0,-303405342720.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000199,Hilaban VIII - Moon 1 - CBD Corporation Storage,30001674,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,8383854305280.0,-1561984573440.0,672309780480.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000202,Khabara VII - Moon 15 - CBD Corporation Storage,30005032,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,1226881966080.0,-18322759680.0,673251287040.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000205,Nebian II - CBD Corporation Storage,30005031,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,67616071680.0,-8097177600.0,136722309120.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000208,Ami V - Moon 1 - CBD Corporation Storage,30005035,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,157567918080.0,-1332879360.0,143147458560.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000211,Ami VI - CBD Corporation Storage,30005035,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,-256810721280.0,2169692160.0,146786918400.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000214,Fensi VI - Moon 10 - CBD Corporation Storage,30005030,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,42554204160.0,-5570273280.0,-588935208960.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000217,Ami VII - Moon 1 - CBD Corporation Storage,30005035,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,241435238400.0,-2042388480.0,-459262648320.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000220,Sinid VI - CBD Corporation Storage,30001729,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,981053153280.0,-126866595840.0,430000005120.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000223,Zith IX - Moon 2 - CBD Corporation Storage,30001732,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,850011709440.0,-66729615360.0,3062612090880.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000226,Ilas V - Moon 1 - CBD Corporation Storage,30001731,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,-60725698560.0,11157626880.0,-187898388480.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000229,Tew IX - Moon 9 - CBD Corporation Storage,30001733,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,-697901998080.0,100861992960.0,-1691182080000.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000232,Sinid VI - Moon 2 - CBD Corporation Storage,30001729,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,981105008640.0,-126874214400.0,429750558720.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000235,Ilas VII - Moon 10 - CBD Corporation Storage,30001731,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,431192432640.0,-79226265600.0,-291134545920.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000238,Inis-Ilix V - CBD Corporation Storage,30004102,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,-522115276800.0,-44427878400.0,-15786762240.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000241,Sonama VI - Moon 12 - CBD Corporation Storage,30004099,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,1482512424960.0,107945533440.0,-172335390720.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000244,Inis-Ilix IV - Moon 1 - CBD Corporation Storage,30004102,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,291853393920.0,24834478080.0,54901678080.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000247,Sonama VII - Moon 5 - CBD Corporation Storage,30004099,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,-1657478553600.0,-120685240320.0,-2315270676480.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000250,Kothe X - Moon 6 - CBD Corporation Storage,30004103,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,1962966097920.0,-281786818560.0,3091163504640.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000253,Suner VII - Moon 16 - CBD Corporation Storage,30004101,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,2181223096320.0,-11047772160.0,1756483215360.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000256,Elonaya X - Moon 22 - CBD Corporation Storage,30001399,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,743151820800.0,93873070080.0,-864016097280.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000259,Nonni VI - CBD Corporation Storage,30001401,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,-845254287360.0,132293713920.0,213408276480.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000262,Nonni IV - CBD Corporation Storage,30001401,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,184683847680.0,-28905431040.0,-206017781760.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000265,Piak II - Moon 3 - CBD Corporation Storage,30001403,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,194210734080.0,33575854080.0,-560669122560.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000268,Nonni III - CBD Corporation Storage,30001401,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,148531077120.0,-23244840960.0,175728107520.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000271,Elonaya X - Moon 11 - CBD Corporation Storage,30001399,1531,1000002,CBD Corporation,1,0.5,0.05,50000000.0,751583846400.0,94938193920.0,-871651368960.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000274,Gekutami V - Moon 1 - Prompt Delivery Storage,30000149,1531,1000003,Prompt Delivery,1,0.5,0.05,50000000.0,489281249280.0,-41618104320.0,-197582069760.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000277,Jakanerva III - Moon 15 - Prompt Delivery Storage,30000148,1531,1000003,Prompt Delivery,1,0.5,0.05,50000000.0,165632286720.0,2771804160.0,-2455331266560.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
60000280,Gekutami VII - Moon 3 - Prompt Delivery Storage,30000149,1531,1000003,Prompt Delivery,1,0.5,0.05,50000000.0,-1049566863360.0,89275637760.0,-799236218880.0,"courier-missions,reprocessing-plant,market,repair-facilities,fitting,news,storage,insurance,docking,office-rental,loyalty-point-store,navy-offices"
